,importance
MaxAbsPartialCharge,352.0
BCUT2D_MRLOW,313.0
MinAbsPartialCharge,273.0
PEOE_VSA13,271.0
GATS1s,262.0
SlogP_VSA2,251.0
MinAbsEStateIndex,215.0
AATSC1s,200.0
MATS2s,194.0
BCUTd-1l,182.0
BCUT2D_MWHI,178.0
MinEStateIndex,174.0
AETA_beta,172.0
ATSC4se,171.0
ATSC4s,168.0
ATSC3i,168.0
AATSC2se,167.0
MATS1s,164.0
ATSC3s,161.0
VSA_EState5,153.0
ATSC5se,149.0
BCUTs-1l,146.0
SdssC,144.0
GATS1dv,142.0
ATSC4i,139.0
ATSC6p,139.0
GATS2s,136.0
PEOE_VSA7,136.0
PEOE_VSA8,135.0
AATSC1Z,134.0
ATSC6dv,132.0
GATS2se,132.0
ATSC3pe,130.0
BCUT2D_LOGPLOW,130.0
ATSC5i,129.0
GATS1se,128.0
PEOE_VSA9,128.0
ATSC5v,126.0
ATSC5dv,125.0
VSA_EState3,123.0
ATSC5s,123.0
AETA_eta_FL,121.0
qed,120.0
ATSC6d,120.0
PEOE_VSA10,120.0
ATSC6se,116.0
ATSC6Z,116.0
FpDensityMorgan3,115.0
GATS2dv,113.0
BCUT2D_MRHI,113.0
ATSC6i,112.0
PEOE_VSA12,111.0
ATSC4dv,110.0
VSA_EState4,109.0
GATS1are,109.0
GATS2Z,109.0
MATS2dv,107.0
ETA_dEpsilon_D,107.0
BCUTs-1h,107.0
ATSC3v,103.0
ATSC4v,102.0
ATSC5m,99.0
AETA_eta,98.0
JGI4,98.0
AATSC2s,97.0
MATS2se,97.0
VSA_EState2,97.0
ATSC4m,96.0
ATSC4d,96.0
ATSC6v,96.0
ATSC3p,93.0
AATSC0d,93.0
BCUTdv-1h,91.0
ATSC1s,91.0
ATSC2d,91.0
RotRatio,90.0
ATSC3dv,90.0
ATSC3m,89.0
MATS2Z,89.0
BCUTi-1h,88.0
Kappa3,88.0
ATSC6s,87.0
BCUT2D_CHGHI,86.0
AETA_dBeta,86.0
AATSC2d,85.0
IC2,85.0
ATSC4p,85.0
AATSC1d,85.0
BCUT2D_LOGPHI,84.0
ATSC3d,84.0
BCUT2D_MWLOW,84.0
