,importance
ETA_dBeta,33.0
TIC1,32.0
GATS1v,32.0
ATSC0i,32.0
Xch-6dv,32.0
ATSC0p,32.0
AATS2se,32.0
SlogP_VSA4,32.0
IC0,32.0
SaaaC,32.0
AETA_eta_BR,32.0
ATS4dv,31.0
SaaCH,31.0
AATS1Z,31.0
ETA_eta_B,31.0
GGI4,30.0
Xpc-6dv,30.0
ATS6s,30.0
GGI3,30.0
ZMIC1,30.0
SM1_DzZ,30.0
Mv,30.0
ATS5Z,30.0
ATSC2p,29.0
AATS1s,29.0
mZagreb1,29.0
ATSC8v,29.0
bpol,28.0
fMF,28.0
ATSC8d,28.0
Mp,28.0
AATS2p,28.0
fr_alkyl_halide,28.0
Kappa2,28.0
SaaN,28.0
GGI5,27.0
nG12FAHRing,27.0
ATSC1v,27.0
HallKierAlpha,27.0
SM1_Dzse,27.0
ETA_dEpsilon_C,27.0
ETA_shape_p,26.0
AETA_eta_B,26.0
JGI8,26.0
AATS0p,26.0
AMID_C,26.0
JGI7,26.0
piPC4,25.0
VSA_EState8,25.0
SssNH,25.0
EState_VSA1,24.0
SMR,24.0
BCUTv-1h,24.0
ATS1s,24.0
Xp-7dv,24.0
AATS0Z,24.0
piPC6,23.0
SsssCH,23.0
ATS7s,23.0
ATS5i,22.0
AATS1se,22.0
Xc-5d,22.0
ETA_eta_BR,22.0
Xpc-6d,22.0
Xch-6d,22.0
SsCH3,22.0
Xpc-4dv,21.0
piPC8,21.0
SlogP_VSA6,21.0
AXp-0d,21.0
ATS8s,21.0
MZ,21.0
FCSP3,20.0
SRW09,20.0
SMR_VSA7,20.0
ATS5p,19.0
ATSC0v,19.0
piPC7,19.0
PEOE_VSA3,19.0
SM1_Dzp,19.0
SddsN,19.0
piPC9,19.0
ATSC0d,18.0
fr_imide,18.0
n6aHRing,18.0
Xp-5d,18.0
SssCH2,18.0
CIC0,18.0
SMR_VSA9,18.0
VSA_EState9,18.0
Xch-5dv,17.0
ATS6dv,17.0
fr_para_hydroxylation,17.0
ATS7p,17.0
ETA_dAlpha_B,17.0
SlogP_VSA11,16.0
ATS1i,16.0
NumHAcceptors,16.0
ATS5dv,16.0
AATS0se,16.0
ATS2d,15.0
EState_VSA10,15.0
ATS8dv,15.0
fr_NH1,15.0
Chi1v,15.0
EState_VSA7,14.0
ATS1Z,14.0
SsBr,14.0
SlogP_VSA8,14.0
nH,14.0
ATS7dv,14.0
SMR_VSA5,14.0
Xpc-4d,13.0
ATS7Z,13.0
VR2_A,13.0
fr_priamide,13.0
AETA_eta_R,13.0
Ipc,12.0
fr_amide,12.0
fr_COO,12.0
MID_X,12.0
fr_NH0,12.0
JGI10,12.0
n6HRing,12.0
ECIndex,12.0
MWC04,11.0
MPC9,11.0
fr_Ar_N,11.0
fr_phenol,11.0
nFAHRing,10.0
NumValenceElectrons,10.0
TpiPC10,10.0
VE2_A,10.0
NssCH2,9.0
fr_ArN,9.0
AETA_alpha,9.0
NaasC,9.0
SsCl,9.0
VR2_Dzm,8.0
ETA_epsilon_3,8.0
GGI6,8.0
piPC10,8.0
fr_pyridine,7.0
C1SP2,7.0
NHOHCount,7.0
nG12FARing,7.0
C2SP2,7.0
fr_Ar_OH,6.0
nRot,6.0
fr_bicyclic,6.0
GGI7,6.0
ETA_beta_ns_d,6.0
C1SP3,6.0
SlogP_VSA12,5.0
n6ARing,5.0
VSA_EState10,5.0
GGI9,5.0
nBondsKD,5.0
fragCpx,5.0
fr_ketone_Topliss,5.0
NdssC,5.0
fr_ester,4.0
Xch-5d,4.0
fr_C_O_noCOO,4.0
AMID_X,4.0
fr_aryl_methyl,4.0
fr_aniline,4.0
nHBDon,4.0
GGI8,3.0
n10FaHRing,3.0
JGI9,3.0
NsssCH,3.0
fr_NH2,3.0
NdO,3.0
n5aHRing,3.0
C3SP2,3.0
nG12FHRing,3.0
naHRing,3.0
fr_ketone,3.0
fr_imidazole,2.0
Diameter,2.0
fr_C_O,2.0
nFHRing,2.0
nHetero,2.0
C3SP3,2.0
n7Ring,2.0
fr_Al_COO,2.0
fr_quatN,2.0
Xc-4d,2.0
nAromBond,2.0
n6Ring,2.0
nBondsD,2.0
NaaO,2.0
C1SP1,2.0
n10FHRing,2.0
NaasN,2.0
ETA_dAlpha_A,2.0
nHRing,2.0
Xc-4dv,1.0
fr_unbrch_alkane,1.0
ETA_dPsi_B,1.0
C2SP3,1.0
NOCount,1.0
n10FRing,1.0
n6aRing,1.0
SdS,1.0
nG12FaRing,1.0
n10FaRing,1.0
nBondsT,1.0
nG12FaHRing,1.0
n5ARing,1.0
Xc-6d,1.0
nFaHRing,1.0
fr_oxime,1.0
NumAliphaticHeterocycles,1.0
ETA_shape_x,1.0
GGI10,1.0
nG12AHRing,0.0
nSpiro,0.0
fr_barbitur,0.0
fr_azide,0.0
NssssN,0.0
NtsC,0.0
n4Ring,0.0
n7aRing,0.0
fr_aldehyde,0.0
n7FAHRing,0.0
NddssS,0.0
n12FHRing,0.0
C4SP3,0.0
SdsssP,0.0
fr_N_O,0.0
NtCH,0.0
NddC,0.0
nO,0.0
fr_piperzine,0.0
n4ARing,0.0
fr_Ndealkylation1,0.0
fr_thiazole,0.0
fr_ether,0.0
nP,0.0
fr_hdrzone,0.0
fr_term_acetylene,0.0
fr_Ar_COO,0.0
NsF,0.0
NumSaturatedHeterocycles,0.0
NumAliphaticCarbocycles,0.0
n8FaRing,0.0
NsI,0.0
RingCount,0.0
n8FARing,0.0
NsssN,0.0
fr_Imine,0.0
fr_nitro_arom,0.0
fr_guanido,0.0
fr_benzene,0.0
n10FAHRing,0.0
fr_azo,0.0
fr_urea,0.0
NsssB,0.0
fr_nitro_arom_nonortho,0.0
NumSaturatedCarbocycles,0.0
NssssSi,0.0
n7FARing,0.0
fr_furan,0.0
fr_hdrzine,0.0
n8FAHRing,0.0
n7AHRing,0.0
Xch-4dv,0.0
Xch-4d,0.0
NaaaC,0.0
n9FaRing,0.0
n9FRing,0.0
C2SP1,0.0
NumSaturatedRings,0.0
fr_methoxy,0.0
NsNH3,0.0
nFRing,0.0
nG12FRing,0.0
fr_thiophene,0.0
nFaRing,0.0
NssNH2,0.0
n5AHRing,0.0
n3Ring,0.0
SdssS,0.0
fr_lactone,0.0
nARing,0.0
NdsN,0.0
n4HRing,0.0
SssssC,0.0
n12AHRing,0.0
NdCH2,0.0
fr_Ndealkylation2,0.0
fr_piperdine,0.0
n11FHRing,0.0
fr_alkyl_carbamate,0.0
n10FARing,0.0
fr_dihydropyridine,0.0
n12FRing,0.0
fr_nitroso,0.0
n6AHRing,0.0
SlogP_VSA7,0.0
n8ARing,0.0
n5Ring,0.0
NsssNH,0.0
NssS,0.0
fr_sulfide,0.0
fr_oxazole,0.0
SssssN,0.0
nFARing,0.0
NdsssP,0.0
n4aRing,0.0
n5HRing,0.0
fr_sulfonamd,0.0
SsPH2,0.0
NssssC,0.0
Xc-6dv,0.0
n3aRing,0.0
fr_tetrazole,0.0
nBridgehead,0.0
fr_amidine,0.0
n9FARing,0.0
nS,0.0
n8FRing,0.0
n8FHRing,0.0
n3HRing,0.0
n6FARing,0.0
fr_sulfone,0.0
fr_morpholine,0.0
n9FAHRing,0.0
NaaS,0.0
