pKa,MinAbsPartialCharge,MaxPartialCharge,fr_COO2,fr_COO,SMR_VSA1,PEOE_VSA14,EState_VSA1,BCUT2D_MRLOW,VSA_EState3,fr_Ar_COO,TPSA,MinEStateIndex,fr_Al_OH,fr_phenol,fr_phenol_noOrthoHbond,VSA_EState4,fr_benzene,NumAromaticCarbocycles,NumAromaticRings,fr_C_O,fr_NH1,fr_Al_COO,BalabanJ,VSA_EState6,NumHDonors,VSA_EState5,PEOE_VSA13,NOCount,MolLogP,EState_VSA9,NumHeteroatoms,fr_Ar_OH,EState_VSA7,PEOE_VSA7,fr_C_S,EState_VSA8,SlogP_VSA11,NumHAcceptors,PEOE_VSA1,FpDensityMorgan1,RingCount,fr_Al_OH_noTert,SlogP_VSA1,fr_Nhpyrrole,fr_Ar_NH,SlogP_VSA2,MolMR,fr_aniline,fr_bicyclic,fr_tetrazole,SlogP_VSA6,PEOE_VSA6,MaxEStateIndex,MaxAbsEStateIndex,SMR_VSA7,PEOE_VSA5,Chi1n,qed,SMR_VSA6,SlogP_VSA8,Chi2n,NHOHCount,Chi3n,fr_nitroso,Chi4n,Chi0n,NumSaturatedRings,fr_thiophene,SMR_VSA2,SlogP_VSA4,MaxAbsPartialCharge,Chi1v,fr_imidazole,FpDensityMorgan2,Chi0v,EState_VSA10,PEOE_VSA10,EState_VSA4,BertzCT,fr_NH2,BCUT2D_CHGHI,fr_methoxy,NumSaturatedHeterocycles,VSA_EState2,MinPartialCharge,fr_nitrile,Chi4v,LabuteASA,Chi3v,Chi1,fr_ArN,SlogP_VSA10,Chi2v,fr_amide,fr_allylic_oxid,EState_VSA6,VSA_EState8,HeavyAtomCount,VSA_EState7,BCUT2D_LOGPLOW
-7.15,0.2817918332046334,0.2940190750803351,0,0,17.89385790683697,0.0,15.041437907851224,-0.3844705737910707,10.155515400604688,0,97.51,-4.267882653061224,0,0,0,-0.2292592592592588,1,1,1,0,0,0,3.15526874357476,3.937638888888889,1,0.0,15.805513133717117,6,0.8414999999999999,4.552749873690364,7,0,0.0,12.13273413692322,0,0.0,0.0,4,0.0,1.2307692307692308,1,0,0.0,0,0,17.89385790683697,42.911000000000016,0,0,0,29.160951749364216,0.0,10.499726001511716,10.499726001511716,34.37978654261201,0.0,3.1301540388663285,0.4359959731213461,0.0,0.0,2.226077275055884,1,1.3453986638610709,0,0.7398234787811234,6.245069720077735,0,0,0.0,10.114318268765572,0.2940190750803351,4.570217367666968,0,1.6923076923076923,7.0615663010054615,18.53211525309451,0.0,24.26546827384644,420.8427627293938,0,2.1093215257578524,0,0,9.13369000377929,-0.2817918332046334,0,1.2198445883813367,73.71301485203736,2.2132828809746226,5.90970216816285,0,5.687386274683562,3.6476144755032314,0,0,0.0,0.0,13,0.0,-1.9740377620951892
-7.1,0.2817886408932109,0.2942685381228934,0,0,17.89385790683697,0.0,19.936921383369,-0.3846205300016797,10.209204459561604,0,97.51,-4.363287037037036,0,0,0,-0.3795138888888882,1,1,1,0,0,0,3.291324672397669,4.174189814814815,1,0.0,15.805513133717117,6,0.8414999999999999,4.552749873690364,7,0,0.0,6.06636706846161,0,0.0,0.0,4,0.0,1.3846153846153846,1,0,0.0,0,0,17.89385790683697,42.911000000000016,0,0,0,29.16095174936421,6.06636706846161,10.540648148148149,10.540648148148149,34.37978654261201,0.0,3.1301540388663285,0.4359959731213461,0.0,0.0,2.2295315987498325,1,1.3262969704027698,0,0.7575309759395827,6.245069720077735,0,0,0.0,10.114318268765572,0.2942685381228934,4.570217367666968,0,2.0,7.0615663010054615,18.53211525309451,4.895483475517775,18.19910120538483,438.0927627293939,0,2.13183158626133,0,0,8.983278533635678,-0.2817886408932109,0,1.277743251075412,73.71301485203736,2.175949554226125,5.90970216816285,0,5.687386274683562,3.651068799197179,0,0,0.0,0.0,13,0.0,-1.9830003187034448
-6.93,0.2817917221403376,0.4159539461281426,0,0,26.14179200104376,6.176298517443475,26.7533603436918,-0.137279348779671,0.0,0,54.37,-4.624305555555555,0,0,0,-1.1179398148148143,1,1,1,0,0,0,3.2867084524255605,2.8755092592592595,1,0.0,10.118126859033554,3,1.9521,4.552749873690364,7,0,0.0,18.19910120538483,0,0.0,0.0,2,0.0,1.2142857142857142,1,0,0.0,0,0,12.9705468580193,41.25860000000001,0,0,0,29.16095174936421,6.06636706846161,12.079595616024188,12.079595616024188,29.82891976554344,0.0,3.35834557896008,0.7444049242117786,0.0,0.0,2.5006571275550704,1,1.4592220903741202,0,0.8328798233135438,6.615252962677731,0,0,0.0,0.0,0.4159539461281426,4.79840890776072,0,1.7857142857142858,7.4317495436054575,21.589042127353395,0.0,12.13273413692322,435.7383963180728,0,2.308150776270639,0,0,-0.7709953703703698,-0.2817917221403376,0,1.3593130358787788,77.9215874527129,2.3088746741974755,6.210343431045079,0,13.17124514302446,3.922194328002416,0,0,0.0,0.0,14,-4.624305555555555,-2.0658015598462254
-6.72,0.2817918760791081,0.294011781672695,0,0,12.9705468580193,0.0,10.118126859033554,0.4829312305133362,0.0,0,54.37,-4.040416666666665,0,0,0,0.0,1,1,1,0,0,0,3.2015159310664942,5.727222222222222,1,0.0,10.118126859033554,3,1.6958000000000002,4.552749873690364,5,0,0.0,24.26546827384644,0,15.929943897949348,0.0,2,0.0,1.181818181818182,1,0,0.0,0,0,12.9705468580193,43.95660000000001,0,0,0,33.633671265196625,15.929943897949348,10.484419879062736,10.484419879062736,28.73818778967885,0.0,2.730381105950853,0.7559403954300252,0.0,0.0,1.9289864904596663,1,1.1114971123529356,0,0.6065658344759646,5.359324016659278,0,0,0.0,0.0,0.294011781672695,4.963442704308845,0,1.6363636363636365,7.761817136701708,8.417796984328938,0.0,4.472719515832414,340.595074493572,0,2.0652656392683517,0,0,-0.0965740740740734,-0.2817918760791081,0,1.3509197005952955,72.92758673517896,2.5080468425047213,4.999018565639891,0,0.0,4.2661992196987,0,0,12.13273413692322,0.0,11,0.0,-1.9606879062968368
-2.13,0.1955421886660915,0.2441476653810205,0,0,4.567099647791355,0.0,0.0,-0.7061067162747211,3.4440123456790124,0,3.88,1.0075,0,0,0,0.0,1,1,2,0,0,0,2.9077745072579826,10.332716049382716,1,0.0,0.0,1,1.953,0.0,2,0,29.94434933900484,11.452591282926406,0,30.827890353397823,0.0,1,0.0,1.1666666666666667,2,0,4.567099647791355,0,0,0.0,52.376000000000026,0,1,0,41.55463889259037,30.827890353397823,4.42675925925926,4.42675925925926,36.52867891392113,0.0,3.85198481786485,0.4618263792355617,0.0,10.772448428929591,2.8375002439367294,0,2.013482246847553,0,1.2986778191735973,6.858528806137672,0,0,0.0,0.0,0.2441476653810205,4.299198413364808,0,1.9166666666666667,7.752955997137588,0.0,7.04767198267719,5.025959978669241,423.10813525322834,0,2.0481339007734536,0,0,0.0,-0.1955421886660915,0,1.5689795299638374,77.06269589657234,2.5698551444340483,5.787693700234703,0,0.0,3.2611070416867083,0,0,0.0,0.0,12,2.0185185185185186,-2.287140623593336
-2.08,0.1438064411104841,0.1438064411104841,0,0,5.106527394840706,0.0,0.0,0.4791609254367884,18.827431972789118,0,56.91,0.0075,0,0,0,0.9006481481481483,1,1,2,0,0,0,2.8873020835132595,9.028077286470143,1,0.0075,0.0,3,1.8120800000000004,5.261891554738487,3,1,12.135588381253884,12.13273413692322,0,4.9839785209472085,5.749511833283905,3,5.106527394840706,1.3076923076923077,2,0,0.0,0,0,10.090505915787915,48.12280000000002,0,1,0,30.462311845459517,12.13273413692322,9.586990740740742,9.586990740740742,36.02576333715651,0.0,3.795044686781537,0.6555207023004994,0.0,10.902924932081056,2.6494332794008164,1,1.8674766608647169,0,1.2086002874957118,6.728392132448004,0,0,5.261891554738487,11.33111286753076,0.5057912014289256,3.795044686781537,0,2.076923076923077,6.728392132448004,5.106527394840706,17.382184637773175,0.0,499.74117212613794,0,2.0453901670420622,0,0,4.030324074074074,-0.5057912014289256,1,1.2086002874957118,74.88447118024001,1.8674766608647169,6.325698502695488,0,0.0,2.6494332794008164,0,0,18.19910120538483,0.0,13,1.3726851851851851,-1.8270677652284533
-2.0,0.2384201677127803,0.2384201677127803,0,0,5.106527394840706,0.0,0.0,0.4522567825457351,17.964074074074077,0,46.010000000000005,-0.011018518518518,0,0,0,0.0,1,1,2,0,0,0,2.9131611636048604,7.426851851851852,1,-0.011018518518518,0.0,3,1.3354,0.0,3,1,18.19910120538483,6.06636706846161,0,10.197363616602075,5.879988336435371,3,5.106527394840706,1.181818181818182,2,0,0.0,0,0,15.30389101144278,41.20280000000002,0,1,0,30.462311845459517,18.19910120538483,9.197592592592592,9.197592592592592,30.462311845459517,5.098681808301038,3.2714378890315583,0.6095238473084024,0.0,10.772448428929591,2.2554267451108614,1,1.5509700584932715,0,1.01284259733228,5.728392132448003,0,0,0.0,0.0,0.491763983678901,3.2714378890315583,0,2.0,5.728392132448003,5.106527394840706,0.0,10.772448428929591,381.25377134755206,0,1.9692934258878927,0,0,0.0,-0.491763983678901,0,1.01284259733228,63.31505093372593,1.5509700584932715,5.377010097711745,0,0.0,2.2554267451108614,0,0,12.263210640074686,0.0,11,1.6200925925925924,-1.8091587407637355
-1.8,0.2304018373525035,0.2304018373525035,0,0,5.106527394840706,0.0,0.0,0.4448985034659986,15.127592592592592,0,46.010000000000005,-0.0393518518518514,0,0,0,0.0,0,0,1,0,0,0,3.0214653097240864,3.078703703703704,1,-0.0393518518518514,0.0,3,0.1821999999999999,5.106527394840706,3,1,0.0,6.06636706846161,0,10.197363616602075,5.879988336435371,3,5.106527394840706,1.5714285714285714,1,0,0.0,0,0,15.30389101144278,23.6968,0,0,0,18.3295777085363,0.0,8.45861111111111,8.45861111111111,18.3295777085363,5.098681808301038,1.8607542865085989,0.5008316474747049,0.0,0.0,1.0818568984816144,1,0.5582206200018984,0,0.2934093517942718,3.573691594068751,0,0,0.0,0.0,0.4922019694209571,1.8607542865085989,0,2.4285714285714284,3.573691594068751,0.0,0.0,0.0,139.6171446997415,0,1.7754257316451492,0,0,0.0,-0.4922019694209571,0,0.2934093517942718,40.63338640199073,0.5582206200018984,3.393846850117352,0,0.0,1.0818568984816144,0,0,6.06636706846161,0.0,7,1.4997222222222222,-1.739230506992994
-1.7,0.4139862624668282,0.4139862624668282,0,0,14.674523620483566,5.879988336435371,0.0,-0.8971920488534412,9.426490614764424,0,33.34,0.0911399281935001,0,0,0,1.063197278911565,1,1,2,0,0,0,2.0270201157254752,14.92417217813051,1,0.0911399281935001,0.0,3,1.3085,4.8375885837366335,3,1,30.33183534230805,11.629818560158606,0,0.0,5.879988336435371,2,5.106527394840706,1.0,2,0,9.567996225642858,0,0,5.106527394840706,55.02780000000003,0,0,0,54.72778011930596,30.33183534230805,9.426490614764424,9.426490614764424,60.29123161100295,0.0,4.729573933388035,0.7611524211318947,0.0,0.0,3.143668299328095,1,2.0167937680059773,0,1.246792816773361,8.20593468535696,0,0,0.0,0.0,0.4567045130204596,4.729573933388035,0,1.7333333333333334,8.20593468535696,5.106527394840706,0.0,5.563451491696996,428.6470696985005,0,2.078783267748172,0,0,5.389490740740741,-0.4567045130204596,0,1.246792816773361,88.14487638868032,2.0167937680059773,7.360173345306137,0,0.0,3.143668299328095,0,0,24.395944776997908,0.4336111111111109,15,1.6649537037037037,-2.41176473351383
-1.7,0.2812256918671704,0.2812256918671704,0,0,14.860971715501186,0.0,4.923311048817671,-0.9045257946565172,18.65940665154951,0,67.25,-0.5277777777777777,0,0,0,-0.0367592592592587,0,0,1,0,0,0,3.003400684579818,2.4166666666666665,1,0.0,5.687386274683562,5,0.1195999999999999,5.20725302477729,5,0,0.0,0.0,0,0.0,0.0,3,0.0,1.5,1,0,4.7304076419062255,0,0,10.13056407359496,30.4759,0,0,0,24.52642128014937,0.0,10.026889644746788,10.026889644746788,34.640739548914944,0.0,2.549169884770705,0.2611863242019551,0.0,0.0,1.693462378008018,1,1.0068769239058468,0,0.5324280054436954,4.967538444186103,0,0,0.0,10.114318268765572,0.2851785741345224,2.549169884770705,0,2.0,4.967538444186103,10.114318268765572,0.0,4.7304076419062255,243.57490540428347,0,2.0572766802470097,0,0,9.49911186696901,-0.2851785741345224,0,0.5324280054436954,56.26227056121258,1.0068769239058468,4.698377302757663,0,5.687386274683562,1.693462378008018,0,0,0.0,0.0,10,2.3851851851851853,-2.272482012204798
