,importance
MinAbsPartialCharge,346.0
MaxAbsPartialCharge,325.0
BCUT2D_MRLOW,318.0
SlogP_VSA2,293.0
GATS1s,257.0
PEOE_VSA13,256.0
ATSC6Z,248.0
ATSC5m,238.0
AATSC2se,236.0
BCUTd-1l,228.0
MinAbsEStateIndex,182.0
VSA_EState4,175.0
ATSC4s,173.0
SlogP_VSA1,169.0
BCUT2D_MWHI,168.0
AATSC1dv,168.0
PEOE_VSA11,167.0
ATSC7Z,164.0
ATSC3i,160.0
GATS1m,160.0
MinEStateIndex,154.0
ATSC4dv,150.0
JGI6,149.0
PEOE_VSA9,148.0
AETA_beta,142.0
GATS1are,142.0
ATSC4se,142.0
ETA_dEpsilon_D,139.0
PEOE_VSA8,137.0
ATSC4i,135.0
AETA_eta_FL,132.0
ATSC6i,131.0
AETA_dBeta,131.0
GATS1se,129.0
MATS2s,128.0
AATSC2s,126.0
ATSC6p,126.0
ATSC4v,126.0
ATSC4m,122.0
BCUT2D_MRHI,119.0
ATSC5dv,119.0
ATSC5v,117.0
ATSC2dv,117.0
ATSC5s,116.0
BCUT2D_LOGPLOW,116.0
VSA_EState3,113.0
ATSC5p,112.0
ATSC3pe,111.0
ATSC5i,108.0
ATSC3s,108.0
ATS0dv,108.0
AETA_eta,107.0
GATS1dv,107.0
ATSC6s,107.0
ATSC3m,105.0
JGI3,103.0
ATSC6dv,103.0
BCUTdv-1h,102.0
ATSC7p,102.0
ATSC3p,102.0
PEOE_VSA1,100.0
ATSC3dv,99.0
BCUT2D_CHGLO,99.0
ATSC6se,99.0
IC2,99.0
ATSC6v,98.0
BCUTse-1h,97.0
PEOE_VSA7,95.0
MATS2dv,95.0
SpMAD_Dzp,95.0
AATSC0i,95.0
VSA_EState7,94.0
MaxEStateIndex,94.0
GATS2dv,94.0
BCUTi-1h,93.0
ATSC1s,92.0
GATS2Z,92.0
ATSC5se,92.0
VSA_EState5,92.0
FpDensityMorgan3,91.0
ATSC3v,91.0
VSA_EState2,90.0
ATSC3d,89.0
ATSC6d,89.0
ATS3s,88.0
Kappa3,88.0
EState_VSA3,88.0
BCUTs-1h,88.0
GATS2i,87.0
MATS2se,85.0
qed,84.0
ATSC4d,83.0
EState_VSA8,82.0
ATSC4p,81.0
GATS2pe,80.0
ATSC8s,78.0
ATSC2se,78.0
PEOE_VSA10,78.0
ATSC2i,77.0
BCUT2D_CHGHI,77.0
ATS4s,75.0
ATSC1dv,75.0
IC1,75.0
BIC3,74.0
ETA_epsilon_5,74.0
AETA_beta_s,73.0
SsNH2,73.0
MolLogP,73.0
EState_VSA2,73.0
ATSC1se,72.0
BCUTdv-1l,72.0
AATSC1s,71.0
JGI4,70.0
ATSC7d,69.0
JGI5,69.0
MATS1se,69.0
ATSC8i,69.0
SsssN,68.0
MATS1s,68.0
ATSC1i,68.0
ATSC1m,67.0
ETA_epsilon_2,67.0
ATSC8d,67.0
BCUT2D_MWLOW,67.0
SlogP_VSA10,67.0
VSA_EState9,67.0
BCUTv-1l,66.0
BCUTp-1l,66.0
GATS2s,66.0
SMR_VSA1,64.0
SdssC,64.0
AATS1i,64.0
ATSC7s,64.0
AATS2s,64.0
ATSC7v,63.0
ATSC7se,63.0
AATSC2d,63.0
AATSC2i,63.0
BCUT2D_LOGPHI,63.0
MIC1,62.0
ATSC2s,62.0
EState_VSA6,61.0
ATSC8pe,61.0
AMID_O,61.0
FilterItLogS,61.0
SpDiam_A,60.0
SaasC,60.0
MATS2i,60.0
Xc-5dv,59.0
PEOE_VSA4,59.0
ATSC1pe,58.0
FpDensityMorgan1,58.0
AATS1d,57.0
AATS2dv,57.0
AMID_N,57.0
MATS2p,57.0
BCUTZ-1l,56.0
ATSC7i,56.0
ATSC2d,56.0
RotRatio,56.0
BCUTi-1l,54.0
ATSC7dv,54.0
ATS2s,54.0
PEOE_VSA12,54.0
VSA_EState1,54.0
EState_VSA4,53.0
SMR_VSA10,53.0
AATS2i,52.0
GATS2p,52.0
AATSC1d,52.0
MATS1v,51.0
ATSC0se,51.0
ZMIC2,51.0
CIC2,51.0
AETA_eta_F,50.0
SpMAD_DzZ,50.0
AATSC2Z,50.0
AATSC1i,50.0
TSRW10,49.0
BCUTd-1h,49.0
SMR_VSA6,49.0
FpDensityMorgan2,49.0
ATSC2p,49.0
TopoPSA,49.0
MATS1Z,49.0
ETA_eta_F,49.0
BCUTs-1l,49.0
ATSC2m,49.0
GATS2v,49.0
AATSC0s,48.0
ATSC0dv,48.0
ETA_shape_y,48.0
PetitjeanIndex,48.0
JGI2,48.0
MIC2,47.0
AATSC0dv,47.0
ATSC5d,47.0
ZMIC5,47.0
SlogP_VSA3,47.0
MATS1p,46.0
BIC2,46.0
BIC4,46.0
EState_VSA5,46.0
SMR_VSA3,46.0
MIC0,45.0
ATSC1p,45.0
ATSC0s,45.0
Chi4v,45.0
AATSC1m,44.0
MATS1pe,44.0
nAcid,44.0
ATS5m,44.0
PEOE_VSA6,44.0
SaaNH,44.0
MATS2Z,43.0
AETA_beta_ns_d,43.0
GGI4,43.0
ETA_dPsi_A,43.0
Xch-7dv,43.0
mZagreb1,42.0
MATS1dv,42.0
Kappa1,42.0
BalabanJ,42.0
SaaaC,42.0
JGT10,41.0
Xch-7d,41.0
Xpc-6dv,41.0
AATSC0v,41.0
ATSC8v,41.0
AATS1s,40.0
GATS1i,40.0
BCUTp-1h,40.0
AXp-1dv,40.0
AATS1dv,39.0
AATSC2p,39.0
AATS0dv,39.0
BCUTse-1l,39.0
SpMAD_A,38.0
GGI3,38.0
SMR_VSA4,38.0
SaaN,38.0
ATS5s,38.0
ATSC2v,38.0
AATSC0d,37.0
ATSC8p,37.0
SlogP_VSA5,37.0
Xch-6d,37.0
AATSC0se,37.0
GATS1p,37.0
ATSC1d,37.0
AXp-0dv,37.0
IC5,37.0
AATSC1pe,37.0
CIC3,36.0
MATS2v,36.0
AXp-1d,36.0
bpol,36.0
SlogP_VSA4,35.0
AATS1v,35.0
ATS4dv,35.0
AATS1Z,35.0
AATSC1p,35.0
AATS2se,34.0
IC0,34.0
ATS4m,34.0
ATS0m,34.0
AETA_eta_B,34.0
Mv,34.0
AATS1se,34.0
CIC5,34.0
ETA_dEpsilon_B,33.0
JGI7,33.0
ATS5i,33.0
HallKierAlpha,33.0
ETA_beta_ns,33.0
ETA_dBeta,33.0
AETA_eta_BR,33.0
EState_VSA1,32.0
