,importance
BCUTi-1h,300.0
BCUTc-1h,225.0
MID_h,214.0
RPCG,178.0
MDEO-12,175.0
MinPartialCharge,159.0
GATS1c,151.0
MINaasN,151.0
nBondsD,135.0
BCUT2D_LOGPLOW,134.0
BCUT2D_MRLOW,134.0
PEOE_VSA8,117.0
AMID_N,116.0
MaxPartialCharge,115.0
BCUTc-1l,113.0
GATS4i,113.0
PEOE_VSA9,110.0
fr_ketone_Topliss,110.0
AATS5p,110.0
EState_VSA7,107.0
MAXsssCH,106.0
RNCG,105.0
MATS2c,101.0
qed,98.0
AATSC2dv,95.0
NdNH,93.0
nN,89.0
SlogP_VSA2,88.0
PEOE_VSA7,88.0
MATS6c,88.0
MATS3c,84.0
BCUTd-1l,83.0
AATSC2c,83.0
IC2,82.0
AATSC3c,82.0
BCUT2D_CHGHI,82.0
AATSC2i,82.0
GATS5c,82.0
SlogP_VSA1,81.0
ATSC8Z,78.0
MINsssN,78.0
MINaaCH,77.0
VSA_EState7,77.0
MATS1c,77.0
ATSC6m,77.0
MATS4pe,76.0
AATSC6i,75.0
ATSC2c,75.0
GATS1s,73.0
MATS2s,72.0
PEOE_VSA1,72.0
GATS4c,71.0
GATS3i,70.0
MATS1s,70.0
IC4,70.0
GATS4pe,69.0
AATSC4Z,69.0
SPS,69.0
MinAbsEStateIndex,68.0
ATSC1i,67.0
AATSC4d,67.0
AATSC4c,66.0
MATS6s,66.0
CIC3,66.0
FpDensityMorgan3,66.0
GATS3c,66.0
ATSC4c,66.0
GATS4m,65.0
AATSC5c,65.0
SMR_VSA3,65.0
SMR_VSA4,65.0
SIC1,64.0
AATS1i,64.0
MATS2d,64.0
GATS6c,64.0
GATS4dv,63.0
MATS4c,63.0
ATSC4Z,63.0
GATS6s,62.0
ATSC1c,62.0
BCUT2D_MWHI,62.0
GATS4s,61.0
BCUTdv-1l,61.0
AATSC2v,61.0
ATSC2pe,60.0
VSA_EState2,60.0
AATSC4p,60.0
ATSC0c,60.0
EState_VSA6,60.0
GATS3d,59.0
AvgIpc,59.0
GATS6m,59.0
JGI3,59.0
FpDensityMorgan2,58.0
GATS4d,58.0
ATSC4pe,58.0
GATS8pe,57.0
ATSC3p,57.0
ATSC3c,57.0
MATS7c,57.0
MAXaasC,57.0
AATSC3d,57.0
VSA_EState4,57.0
ATSC4se,57.0
SdsN,57.0
BIC2,57.0
AATS3p,56.0
AATS5v,56.0
MATS5c,56.0
GATS1pe,55.0
MATS2pe,55.0
ATSC7i,55.0
GATS2p,55.0
GATS1m,54.0
BCUTdv-1h,54.0
nBase,54.0
JGI4,54.0
ZMIC3,54.0
GATS5s,53.0
AATS6p,53.0
ATSC5dv,53.0
BCUT2D_CHGLO,53.0
ETA_epsilon_5,53.0
AATSC2p,52.0
AATSC4dv,52.0
ATSC3i,52.0
AATSC4i,52.0
ATSC5c,52.0
ATSC5d,52.0
ATSC6c,51.0
SsssNH,51.0
BCUTZ-1h,51.0
GATS4p,51.0
AATS6i,51.0
EState_VSA4,51.0
MAXsssN,50.0
GATS2pe,50.0
GATS2c,50.0
SLogP,50.0
BCUTp-1l,50.0
GATS3s,50.0
ATSC5se,50.0
AATSC3s,50.0
BCUT2D_LOGPHI,49.0
Xch-6dv,49.0
GATS1i,49.0
ATSC2i,49.0
MATS5s,49.0
GATS5m,49.0
ATSC8s,49.0
MATS2p,49.0
EState_VSA8,49.0
ZMIC2,48.0
GATS2m,48.0
AATSC1c,48.0
ATSC6i,48.0
AATSC3dv,48.0
ATSC5i,48.0
GATS4v,48.0
AATSC7i,48.0
ATSC4s,47.0
MATS3s,47.0
