,importance
MaxAbsPartialCharge,311.0
MinAbsPartialCharge,289.0
ATSC6Z,288.0
ATSC5m,252.0
PEOE_VSA13,252.0
BCUT2D_MRLOW,238.0
SlogP_VSA2,235.0
GATS1s,223.0
AATSC2se,213.0
MinAbsEStateIndex,212.0
ATSC6s,210.0
BCUT2D_MWHI,193.0
BCUTs-1l,179.0
VSA_EState4,177.0
ATSC6dv,176.0
ATSC4se,173.0
ATSC6se,167.0
ATSC3i,159.0
ATSC5s,159.0
ATSC5se,158.0
ATSC4i,155.0
ATSC7Z,154.0
MinEStateIndex,152.0
ATSC4s,146.0
SsNH2,146.0
AETA_beta,144.0
GATS1se,142.0
BCUTd-1l,142.0
MATS2s,141.0
ATSC4Z,141.0
GATS2s,137.0
PEOE_VSA11,136.0
ATSC5i,132.0
GATS1are,132.0
MATS1s,129.0
VSA_EState3,126.0
AETA_eta_FL,123.0
ATSC3are,122.0
ATSC3m,119.0
BCUTdv-1h,119.0
ATSC3p,119.0
BCUT2D_LOGPLOW,118.0
FpDensityMorgan3,117.0
AATSC1s,117.0
GATS1dv,116.0
ATSC6p,115.0
ATSC4v,111.0
ATSC5v,110.0
ATSC4d,110.0
ATSC5dv,109.0
ATSC6v,108.0
ATS0dv,108.0
ATSC7p,106.0
GATS2se,106.0
BCUT2D_MRHI,105.0
ATSC4dv,105.0
SlogP_VSA1,105.0
ATSC4p,104.0
PEOE_VSA8,103.0
ATSC6d,102.0
MATS2se,101.0
PEOE_VSA4,99.0
IC2,99.0
GATS2Z,98.0
PEOE_VSA7,98.0
MATS2dv,97.0
BCUTi-1h,97.0
BCUT2D_CHGLO,96.0
SpMAD_Dzp,96.0
ATSC6i,95.0
PEOE_VSA9,94.0
GATS2dv,94.0
ATSC2dv,93.0
GATS1m,93.0
VSA_EState5,93.0
BCUTs-1h,93.0
MaxEStateIndex,90.0
ETA_dEpsilon_D,90.0
AATSC0i,90.0
JGI4,89.0
AATSC2s,89.0
ATSC3v,89.0
AMID_N,88.0
ATSC3dv,88.0
qed,87.0
AETA_beta_s,87.0
ATSC1m,86.0
BCUTse-1h,85.0
MATS2Z,85.0
ATSC5p,85.0
VSA_EState2,84.0
JGI3,84.0
ATSC1i,84.0
MID_N,83.0
TopoPSA,82.0
VSA_EState1,79.0
EState_VSA2,79.0
ATSC3d,78.0
ATSC5d,78.0
ATSC3s,78.0
MATS1p,77.0
ATSC1d,76.0
AMID_O,76.0
SaasC,75.0
MIC1,74.0
SaaNH,74.0
PEOE_VSA5,74.0
BCUT2D_CHGHI,73.0
ATSC7dv,73.0
AETA_dBeta,73.0
ATSC1p,73.0
AATS1i,73.0
ATSC2se,73.0
BCUTp-1l,73.0
BCUT2D_MWLOW,72.0
SaaaC,72.0
PEOE_VSA10,72.0
GATS1p,72.0
ATSC1se,71.0
Kappa3,71.0
PEOE_VSA1,70.0
IC1,70.0
EState_VSA3,70.0
ZMIC5,69.0
AATSC1i,68.0
ATSC8Z,68.0
AATS2i,67.0
Xc-5dv,67.0
ATSC2s,67.0
PEOE_VSA14,66.0
FpDensityMorgan2,66.0
JGI5,66.0
EState_VSA6,65.0
ZMIC2,65.0
EState_VSA8,65.0
AATSC1d,64.0
ATS2s,64.0
BIC3,63.0
ETA_shape_y,62.0
ATSC7d,62.0
AATS2dv,62.0
ATSC7i,61.0
ATSC7s,61.0
ETA_epsilon_5,61.0
SpMAD_A,61.0
BCUT2D_LOGPHI,60.0
ATSC7v,60.0
SpMAD_DzZ,60.0
GATS2i,59.0
AETA_eta,59.0
ATSC1s,58.0
SdssC,58.0
ATS4s,58.0
Mi,58.0
BCUTdv-1l,58.0
SLogP,57.0
AATSC1p,57.0
AATS1d,57.0
VSA_EState7,57.0
SMR_VSA10,56.0
BCUTi-1l,55.0
ATS3s,55.0
AATSC2d,55.0
MATS1pe,55.0
BCUTZ-1l,55.0
AATS2se,54.0
ATSC2d,54.0
ETA_psi_1,54.0
MATS1m,54.0
MATS1v,54.0
ATSC7se,53.0
AATSC1m,53.0
MATS1se,53.0
ATSC0s,53.0
ETA_beta_ns,53.0
AATSC0d,53.0
JGI2,52.0
PEOE_VSA12,52.0
AATS0dv,52.0
AATSC2i,52.0
Mv,52.0
ATSC0se,52.0
ETA_shape_p,52.0
ATSC8i,51.0
ATSC2v,51.0
ATS1dv,51.0
AATSC0v,51.0
AETA_eta_F,51.0
TopoPSA(NO),50.0
SlogP_VSA10,50.0
ATSC1v,49.0
SpDiam_A,48.0
FilterItLogS,48.0
BCUTse-1l,48.0
GATS1i,48.0
CIC2,48.0
ATSC1dv,48.0
ETA_dBeta,47.0
BCUTd-1h,46.0
MATS1dv,46.0
SpDiam_Dzp,46.0
AATS2s,46.0
MATS2v,46.0
JGI6,46.0
AATSC0dv,46.0
BalabanJ,46.0
BIC2,46.0
SMR_VSA1,45.0
AATSC1dv,45.0
AETA_beta_ns_d,45.0
BCUTv-1l,45.0
AXp-1dv,45.0
ATSC8d,45.0
EState_VSA4,45.0
FpDensityMorgan1,45.0
BIC4,44.0
SMR_VSA6,44.0
CIC3,44.0
GATS2v,44.0
AATSC2Z,44.0
EState_VSA5,43.0
RotRatio,43.0
PEOE_VSA2,43.0
ATS5dv,43.0
AATSC1pe,43.0
ATSC8pe,43.0
BIC1,42.0
AATSC0s,42.0
ATSC2m,42.0
SlogP_VSA3,41.0
ATSC0i,41.0
GATS2p,41.0
ATS0m,41.0
IC0,41.0
ATS6s,41.0
SMR_VSA4,40.0
nAcid,40.0
MIC2,40.0
AATS2p,40.0
ATSC2i,40.0
ATSC8p,40.0
AATSC0p,40.0
ATS5s,40.0
SlogP_VSA5,40.0
ATS3Z,40.0
AETA_eta_B,39.0
HallKierAlpha,39.0
TSRW10,39.0
MATS2i,39.0
piPC6,39.0
ATSC1pe,39.0
MATS2p,38.0
ETA_eta,38.0
AATS0Z,38.0
BCUTv-1h,38.0
AATS1dv,38.0
AATS2v,38.0
AATS1Z,38.0
Xch-7dv,37.0
AMID_C,37.0
AATS1se,37.0
ATS1s,37.0
BCUTare-1l,37.0
VSA_EState9,36.0
JGT10,36.0
ATS3dv,35.0
ATSC0p,35.0
SM1_DzZ,35.0
AATS1s,35.0
PEOE_VSA6,35.0
ATSC8v,34.0
AATS1p,34.0
mZagreb1,34.0
SM1_Dzp,34.0
ATSC8s,34.0
ATSC8dv,34.0
ATSC0dv,33.0
AATS0p,33.0
ETA_epsilon_2,33.0
AXp-1d,33.0
SMR,33.0
bpol,33.0
GGI3,33.0
ETA_dEpsilon_C,33.0
AATSC2p,33.0
ATS7dv,33.0
NsOH,32.0
Xpc-6dv,32.0
JGI1,32.0
piPC4,32.0
Kappa2,32.0
ZMIC1,31.0
Mp,31.0
