,importance
MID_h,309.0
BCUT2D_MRLOW,292.0
BCUTc-1h,273.0
BCUTi-1h,270.0
RNCG,253.0
MinPartialCharge,239.0
AATSC1s,171.0
FilterItLogS,166.0
AATSC4i,165.0
AMID_N,164.0
RPCG,154.0
PEOE_VSA8,149.0
GATS4pe,146.0
fr_ketone_Topliss,137.0
MATS1s,136.0
GATS1s,125.0
JGI5,125.0
AATSC7i,123.0
PEOE_VSA9,106.0
BCUTc-1l,102.0
MaxPartialCharge,102.0
GATS4s,101.0
BCUT2D_MWHI,101.0
BCUT2D_LOGPLOW,100.0
MATS2i,99.0
VSA_EState7,94.0
SlogP_VSA1,94.0
MATS4c,89.0
GATS5s,86.0
BCUT2D_CHGHI,84.0
ATSC1s,84.0
ATSC0c,84.0
GATS1c,83.0
GATS1dv,83.0
GATS5c,83.0
BCUTd-1l,83.0
MATS4pe,81.0
PEOE_VSA1,81.0
GATS4c,81.0
MAXaasC,80.0
MINsCH3,80.0
MATS2c,79.0
IC2,79.0
GATS4dv,78.0
VSA_EState2,78.0
GATS4m,78.0
AATSC4Z,77.0
NdNH,76.0
MATS5c,76.0
MAXdsCH,74.0
SlogP_VSA2,74.0
qed,74.0
MINaasN,74.0
MATS4m,74.0
ATSC1c,74.0
MATS1c,71.0
PEOE_VSA12,71.0
ATSC4c,71.0
ATSC4i,70.0
FpDensityMorgan2,69.0
nBase,69.0
MATS6c,68.0
MINdssC,68.0
AATSC3c,67.0
ETA_epsilon_5,67.0
GATS7m,67.0
SdsCH,66.0
MinAbsEStateIndex,66.0
ATSC2c,66.0
fr_ketone,65.0
ATSC4se,65.0
BCUTs-1l,65.0
GATS1pe,64.0
SpMAD_Dzp,64.0
SdssC,64.0
GATS2s,64.0
ZMIC2,64.0
GATS5pe,64.0
AATSC2dv,64.0
AATSC2c,63.0
ATSC1i,63.0
PEOE_VSA7,63.0
GATS4i,63.0
MATS6i,63.0
ATSC5c,62.0
AATS1i,62.0
ATSC6c,62.0
MATS3c,62.0
ATSC4pe,61.0
FpDensityMorgan3,61.0
MAXdssC,61.0
ZMIC3,61.0
VSA_EState3,61.0
AATSC4c,61.0
ATSC4dv,60.0
MINaaCH,60.0
GATS2i,59.0
BCUT2D_LOGPHI,59.0
ATSC3c,59.0
AETA_beta_s,58.0
GATS6s,58.0
AATS7i,58.0
ATSC3i,58.0
AATSC4pe,58.0
GATS3c,58.0
ATSC5i,57.0
MATS4s,57.0
MATS5i,57.0
BIC2,57.0
AATSC4dv,57.0
MDEC-13,57.0
AATSC2d,57.0
BIC5,56.0
Mi,56.0
ZMIC5,56.0
BCUT2D_MWLOW,56.0
GATS1m,56.0
AATSC5c,56.0
CIC3,55.0
MAXsCH3,55.0
EState_VSA4,55.0
ATSC4Z,55.0
AATSC6dv,54.0
ATSC5d,54.0
AATSC5m,53.0
SaaN,53.0
ATSC5s,53.0
EState_VSA7,53.0
ATSC6p,53.0
ATSC4s,53.0
VSA_EState4,53.0
TIC2,52.0
AATSC6d,52.0
GATS7pe,51.0
MATS7m,51.0
AATS2are,51.0
GATS4d,51.0
JGI2,50.0
BCUTp-1l,49.0
SdsN,49.0
FpDensityMorgan1,49.0
GATS5d,49.0
GATS2c,49.0
MinEStateIndex,49.0
SMR_VSA2,49.0
